"eext__Created_on__c","eext__Last_login__c","eext__License__c","eext__Permission_set_licenses__c","eext__Profile__c","eext__Status__c","eext__Time_zone__c","eext__User_organization__r.eext__ExternalId__c","eext__X1_day_activity__c","eext__X1_day_login_count__c","eext__X1_month_activity__c","eext__X1_month_login_count__c","eext__X1_quarter_login_count__c","eext__X1_week_activity__c","eext__X1_week_login_count__c","eext__X2_week_activity__c","eext__X2_weeks_login_count__c","eext__X3_day_activity__c","eext__X3_day_login_count__c"
"2021-07-12","2024-07-30","Salesforce","","BBVA Desktop ARCE","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","0","Medium activity","10","","No activity","0","Low activity","3","No activity","0"
"2021-06-04","2024-04-09","Salesforce","","BBVA Desktop ARCE","Asleep","Europe/Paris","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2022-10-04","2024-07-30","Salesforce","","BBVA Desktop ARCE","Active","America/Mexico_City","a0o7Q000007vr3tQAA","No activity","0","Low activity","2","","No activity","0","Low activity","1","No activity","0"
"2022-05-03","2024-08-06","Salesforce","","BBVA Desktop ARCE","Active","Europe/Paris","a0o7Q000007vr3tQAA","High activity","5","High activity","58","","High activity","26","High activity","33","High activity","8"
"2021-06-08","2024-05-28","Salesforce","","BBVA Desktop ARCE","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2021-07-12","2024-07-15","Salesforce","","BBVA Desktop ARCE","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","0","Low activity","3","","No activity","0","No activity","0","No activity","0"
"2021-06-04","","Salesforce","","BBVA Desktop ARCE","Never logged in","Europe/Paris","a0o7Q000007vr3tQAA","","","","","","","","","","",""
"2021-06-04","2023-05-31","Salesforce","","BBVA Desktop ARCE","Asleep","Europe/Paris","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2017-11-18","2022-11-02","Salesforce","","BBVA Desktop IBF Standard","Asleep","Europe/Lisbon","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2021-07-13","","Salesforce","","BBVA Desktop ARCE","Never logged in","America/Argentina/Buenos_Aires","a0o7Q000007vr3tQAA","","","","","","","","","","",""
"2021-06-04","","Salesforce","","BBVA Desktop ARCE","Never logged in","Europe/Paris","a0o7Q000007vr3tQAA","","","","","","","","","","",""
"2021-06-04","","Salesforce","","BBVA Desktop ARCE","Never logged in","Europe/Paris","a0o7Q000007vr3tQAA","","","","","","","","","","",""
"2022-04-30","2024-04-24","Salesforce","","BBVA Desktop ARCE","Asleep","Europe/Paris","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2022-04-30","2024-07-29","Salesforce","","BBVA Desktop ARCE","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","0","Medium activity","18","","No activity","0","Low activity","5","No activity","0"
"2024-05-18","2024-07-11","Salesforce","","BBVA Desktop GCC Standard","Active","Europe/Istanbul","a0o7Q000007vr3tQAA","No activity","0","Low activity","3","","No activity","0","No activity","0","No activity","0"
"2021-07-13","2024-08-05","Salesforce","","BBVA Desktop GCC Standard","Active","America/Argentina/Buenos_Aires","a0o7Q000007vr3tQAA","No activity","0","Low activity","3","","Low activity","2","Low activity","2","Low activity","1"
"2021-06-16","2022-08-31","Salesforce","","BBVA Desktop ARCE","Asleep","Europe/Paris","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2023-04-05","2024-04-13","Salesforce","","BBVA Desktop ARCE","Asleep","America/Mexico_City","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2022-05-24","2024-08-06","Salesforce","","BBVA Desktop ARCE","Active","Europe/Paris","a0o7Q000007vr3tQAA","Low activity","1","High activity","37","","Medium activity","6","Medium activity","16","Low activity","2"
"2021-07-12","2024-02-19","Salesforce","","BBVA Desktop ARCE","Asleep","Europe/Paris","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2021-05-28","2024-04-09","Salesforce","","BBVA Desktop ARCE","Asleep","America/Mexico_City","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2019-06-28","2020-07-20","Salesforce","","BBVA Desktop GCC Standard","Asleep","Europe/Paris","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2024-03-07","2024-06-29","Salesforce","","BBVA Desktop ARCE","Active","America/Mexico_City","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2018-06-30","2023-06-02","Salesforce","","BBVA Desktop GTB Standard","Asleep","America/Mexico_City","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2021-02-05","2024-07-18","Salesforce","","BBVA Desktop GTB Standard","Active","Europe/Berlin","a0o7Q000007vr3tQAA","No activity","0","Low activity","3","","No activity","0","No activity","0","No activity","0"
"2023-05-04","2024-07-24","Salesforce","","BBVA Desktop ARCE","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","0","High activity","34","","No activity","0","Low activity","1","No activity","0"
"2018-06-30","2024-08-02","Salesforce","","BBVA Desktop GTB Standard","Active","America/Mexico_City","a0o7Q000007vr3tQAA","No activity","0","Low activity","1","","Low activity","1","Low activity","1","No activity","0"
"2018-06-30","2024-08-05","Salesforce","","BBVA Desktop GTB Standard","Active","America/Bogota","a0o7Q000007vr3tQAA","No activity","0","Low activity","9","","Low activity","1","Low activity","5","Low activity","1"
"2022-11-24","2023-03-24","Salesforce","","BBVA Desktop ARCE","Asleep","America/Mexico_City","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2021-06-08","2023-06-16","Salesforce","","BBVA Desktop ARCE","Asleep","Europe/Paris","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2022-05-19","2024-08-06","Salesforce","","BBVA Desktop IBF Standard","Active","America/New_York","a0o7Q000007vr3tQAA","Low activity","1","Low activity","4","","Low activity","1","Low activity","1","Low activity","1"
"2018-10-20","2024-08-05","Salesforce","","BBVA Desktop GTB Standard","Active","America/Bogota","a0o7Q000007vr3tQAA","No activity","0","Medium activity","15","","Low activity","4","Medium activity","7","Low activity","2"
"2019-01-24","2024-04-29","Salesforce","","BBVA Desktop GTB Standard","Asleep","Europe/Paris","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2020-02-26","2024-03-19","Salesforce","","BBVA Desktop IBF Standard","Asleep","Europe/Paris","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2018-06-30","2024-02-21","Salesforce","","BBVA Desktop GTB Standard","Asleep","America/Bogota","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2023-12-20","","Salesforce","","BBVA Desktop ARCE","Never logged in","Europe/Paris","a0o7Q000007vr3tQAA","","","","","","","","","","",""
"2021-06-08","","Salesforce","","BBVA Desktop ARCE","Never logged in","Europe/Paris","a0o7Q000007vr3tQAA","","","","","","","","","","",""
"2021-07-13","2024-08-01","Salesforce","","BBVA Desktop ARCE","Active","America/Argentina/Buenos_Aires","a0o7Q000007vr3tQAA","No activity","0","Low activity","6","","Low activity","1","Low activity","3","No activity","0"
"2024-07-03","","Salesforce","","BBVA Desktop GCC Standard","Never logged in","America/Lima","a0o7Q000007vr3tQAA","","","","","","","","","","",""
"2021-07-15","2024-08-06","Salesforce","","BBVA Desktop ARCE","Active","America/Bogota","a0o7Q000007vr3tQAA","Medium activity","3","High activity","35","","Low activity","4","Medium activity","13","Medium activity","3"
"2022-04-23","2024-08-06","Salesforce","","BBVA Desktop ARCE","Active","America/Argentina/Buenos_Aires","a0o7Q000007vr3tQAA","Low activity","1","Medium activity","21","","Low activity","4","Medium activity","10","Low activity","1"
"2023-01-20","2024-07-01","Salesforce","","BBVA Desktop GM Standard","Active","Asia/Hong_Kong","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2021-06-04","","Salesforce","","BBVA Desktop ARCE","Never logged in","Europe/Paris","a0o7Q000007vr3tQAA","","","","","","","","","","",""
"2023-10-26","2024-07-23","Salesforce","","BBVA Desktop ARCE","Active","America/Mexico_City","a0o7Q000007vr3tQAA","No activity","0","Low activity","6","","No activity","0","No activity","0","No activity","0"
"2023-11-14","2024-07-11","Salesforce","Messaging for In-App and Web User,","BBVA Desktop GTB Standard","Active","America/Lima","a0o7Q000007vr3tQAA","No activity","0","Low activity","3","","No activity","0","No activity","0","No activity","0"
"2021-06-04","2024-08-01","Salesforce","","BBVA Desktop ARCE","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","0","Low activity","2","","Low activity","1","Low activity","1","No activity","0"
"2022-06-02","2024-01-30","Salesforce","","BBVA Desktop ARCE","Asleep","America/Mexico_City","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2021-07-12","","Salesforce","","BBVA Desktop ARCE","Never logged in","Europe/Paris","a0o7Q000007vr3tQAA","","","","","","","","","","",""
"2021-06-04","2023-12-04","Salesforce","","BBVA Desktop ARCE","Asleep","Europe/Paris","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2021-07-14","2023-08-02","Salesforce","","BBVA Desktop ARCE","Asleep","America/Bogota","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2022-05-05","","Salesforce","","BBVA Desktop ARCE","Never logged in","Europe/Paris","a0o7Q000007vr3tQAA","","","","","","","","","","",""
"2021-07-12","2024-06-28","Salesforce","","BBVA Desktop ARCE","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2024-03-26","2024-06-28","Salesforce","","BBVA Desktop GM Standard","Active","America/New_York","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2022-04-28","2024-08-06","Salesforce","","BBVA Desktop GTB Standard","Active","America/New_York","a0o7Q000007vr3tQAA","Low activity","1","High activity","30","","Medium activity","5","Medium activity","11","Medium activity","3"
"2023-12-02","2024-05-30","Salesforce","","BBVA Desktop ARCE","Active","America/Mexico_City","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2021-12-16","2024-06-18","Salesforce","","BBVA Desktop IBF Standard","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2018-06-30","2023-07-03","Salesforce","","BBVA Desktop GTB Standard","Asleep","America/Argentina/Buenos_Aires","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2021-06-08","2024-08-02","Salesforce","","BBVA Desktop ARCE","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","0","Low activity","1","","Low activity","1","Low activity","1","No activity","0"
"2024-05-22","2024-07-29","Salesforce","","BBVA Desktop ARCE","Active","America/Bogota","a0o7Q000007vr3tQAA","No activity","0","Low activity","6","","No activity","0","Low activity","1","No activity","0"
"2022-04-23","","Salesforce","","BBVA Desktop ARCE","Never logged in","America/Argentina/Buenos_Aires","a0o7Q000007vr3tQAA","","","","","","","","","","",""
"2024-05-24","2024-07-31","Salesforce","","Administrator Business","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","0","Medium activity","19","","Low activity","1","Low activity","5","No activity","0"
"2021-07-13","","Salesforce","","BBVA Desktop ARCE","Never logged in","America/Argentina/Buenos_Aires","a0o7Q000007vr3tQAA","","","","","","","","","","",""
"2018-06-30","2024-07-26","Salesforce","","BBVA Desktop GCC Standard","Active","Asia/Hong_Kong","a0o7Q000007vr3tQAA","No activity","0","Low activity","4","","No activity","0","Low activity","1","No activity","0"
"2023-04-26","2024-08-06","Salesforce","","BBVA Desktop GCC Standard","Active","Europe/Rome","a0o7Q000007vr3tQAA","Low activity","1","High activity","28","","Low activity","2","Low activity","2","Low activity","2"
"2022-05-03","2024-08-05","Salesforce","","BBVA Desktop ARCE","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","0","Low activity","4","","Low activity","2","Low activity","2","Low activity","1"
"2018-06-30","2024-07-09","Salesforce","","BBVA Desktop IBF Standard","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","0","Low activity","1","","No activity","0","No activity","0","No activity","0"
"2018-06-30","2024-07-15","Salesforce","","BBVA Desktop GTB Standard","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","0","Low activity","2","","No activity","0","No activity","0","No activity","0"
"2023-12-08","2024-02-20","Salesforce","","BBVA Desktop GTB Standard","Asleep","America/Lima","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2022-05-11","2024-08-05","Salesforce","","BBVA Desktop ARCE","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","0","Low activity","3","","Low activity","1","Low activity","3","Low activity","1"
"2021-06-08","2022-11-09","Salesforce","","BBVA Desktop ARCE","Asleep","Europe/Paris","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2021-05-28","2024-07-16","Salesforce","","BBVA Desktop ARCE","Active","America/Mexico_City","a0o7Q000007vr3tQAA","No activity","0","Low activity","1","","No activity","0","No activity","0","No activity","0"
"2021-07-12","","Salesforce","","BBVA Desktop ARCE","Never logged in","Europe/Paris","a0o7Q000007vr3tQAA","","","","","","","","","","",""
"2019-08-10","","Salesforce","","System Administrator","Never logged in","Europe/Paris","a0o7Q000007vr3tQAA","","","","","","","","","","",""
"2016-10-22","2024-04-03","Salesforce","","BBVA Desktop GM Standard","Asleep","Europe/Berlin","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2023-01-18","2024-07-24","Salesforce","","BBVA Desktop Finance","Active","America/Mexico_City","a0o7Q000007vr3tQAA","No activity","0","Medium activity","19","","No activity","0","Low activity","2","No activity","0"
"2021-07-15","2024-08-05","Salesforce","","BBVA Desktop ARCE","Active","America/Bogota","a0o7Q000007vr3tQAA","No activity","0","Medium activity","12","","Low activity","2","Low activity","5","Low activity","2"
"2022-12-14","2024-08-03","Salesforce","","BBVA Desktop ARCE","Active","America/Mexico_City","a0o7Q000007vr3tQAA","No activity","0","Low activity","6","","Low activity","2","Low activity","4","No activity","0"
"2021-07-12","","Salesforce","","BBVA Desktop ARCE","Never logged in","Europe/Paris","a0o7Q000007vr3tQAA","","","","","","","","","","",""
"2022-08-17","2024-07-16","Salesforce","","BBVA Desktop ARCE","Active","Europe/Lisbon","a0o7Q000007vr3tQAA","No activity","0","Low activity","1","","No activity","0","No activity","0","No activity","0"
"2024-05-28","2024-08-06","Salesforce","","BBVA Desktop ARCE","Active","Europe/Lisbon","a0o7Q000007vr3tQAA","Low activity","1","Low activity","7","","Medium activity","6","Medium activity","7","Medium activity","4"
